transaction_id,card_id,amount,hour,location_risk,merchant_risk,transactions_today,international,online,is_fraud
TXN001232,CARD1200,142.04,8,Low,Known,3,True,False,0
TXN001233,CARD1686,59.86,21,High,Known,4,False,False,0
TXN001234,CARD1450,240.26,15,Low,Known,4,False,True,0
TXN001235,CARD0452,76.12,15,Low,Known,2,False,False,0
TXN001236,CARD0237,61.92,19,Low,Known,4,False,False,0
TXN001237,CARD0019,6.8,15,Low,New,1,False,False,0
TXN001238,CARD1345,43.01,7,Low,Known,4,False,False,0
TXN001239,CARD0028,18.63,12,Medium,Known,1,False,False,0
TXN001240,CARD1024,84.41,9,Low,Known,4,False,False,0
TXN001241,CARD1668,113.22,18,Medium,Known,2,False,False,0
TXN001242,CARD1459,24.09,15,Low,Known,1,False,False,0
TXN001243,CARD0699,82.91,6,Low,Known,2,True,False,0
TXN001244,CARD1260,111.29,12,Low,New,3,False,True,0
TXN001245,CARD1827,167.23,7,Low,Known,3,False,True,0
TXN001246,CARD1338,168.01,15,Low,New,1,False,False,0
TXN001247,CARD0388,73.96,12,Low,New,2,False,False,0
TXN001248,CARD0034,7.32,7,Low,Known,3,False,False,0
TXN001249,CARD0568,183.93,8,Low,New,4,False,False,0
TXN001250,CARD0051,54.69,14,Low,Known,2,False,False,0
TXN001251,CARD1379,19.46,19,Low,Known,4,False,False,0
TXN001252,CARD1389,12.54,8,Low,Known,2,False,False,0
TXN001253,CARD0359,23.99,8,Low,Known,1,False,False,0
TXN001254,CARD1778,298.99,20,Medium,Known,4,False,False,0
TXN001255,CARD0982,82.04,12,Low,New,1,False,False,0
TXN001256,CARD1596,27.94,9,Low,New,2,False,False,0
TXN001257,CARD0077,376.83,17,Medium,Known,3,False,False,0
TXN001258,CARD0532,68.09,14,High,New,2,False,False,0
TXN001259,CARD0273,205.33,20,Low,Known,2,False,False,0
TXN001260,CARD1309,61.92,19,Low,New,2,False,False,0
TXN001261,CARD1411,11.5,19,Medium,Known,2,False,False,0
TXN001262,CARD1826,72.76,9,Low,Known,1,False,False,0
TXN001263,CARD0003,161.19,13,Medium,New,1,False,True,0
TXN001264,CARD0886,93.99,21,Medium,Known,4,False,False,0
TXN001265,CARD0280,339.41,20,Low,Known,4,False,False,0
TXN001266,CARD0467,101.43,13,Low,Known,3,False,False,0
TXN001267,CARD1313,49.69,11,Low,Known,3,False,False,0
TXN001268,CARD0945,51.78,16,Low,New,2,True,False,0
TXN001269,CARD1153,246.67,19,Low,Known,2,False,False,0
TXN001270,CARD0509,24.37,16,Low,Known,4,False,False,0
TXN001271,CARD0711,47.05,15,Low,Known,4,False,False,0
TXN001272,CARD0355,166.19,18,Low,Known,3,False,False,0
TXN001273,CARD0698,49.21,21,Low,Known,1,False,False,0
TXN001274,CARD0839,205.45,7,Low,Known,4,False,True,0
TXN001275,CARD1361,17.99,7,Low,New,1,False,False,0
TXN001276,CARD1451,88.83,21,Medium,New,3,False,True,0
TXN001277,CARD1118,30.29,12,Low,Known,2,False,False,0
TXN001278,CARD1935,56.17,7,Low,Known,1,True,True,0
TXN001279,CARD0282,11.75,21,Medium,Known,3,True,False,0
TXN001280,CARD0453,46.56,21,Medium,Known,3,False,False,0
TXN001281,CARD0056,12.13,16,Low,Known,3,False,False,0
TXN001282,CARD0479,160.3,15,Low,Known,2,False,False,0
TXN001283,CARD1852,104.96,21,Medium,Known,2,False,True,0
TXN001284,CARD0197,99.64,7,Low,Known,4,False,False,0
TXN001285,CARD0892,123.16,19,Medium,Known,4,False,False,0
TXN001286,CARD1710,66.02,13,Medium,New,4,True,False,0
TXN001287,CARD1313,48.59,14,Low,New,3,False,True,0
TXN001288,CARD0613,155.23,7,Low,Known,4,False,True,0
TXN001289,CARD1995,117.45,9,Low,Known,3,True,False,0
TXN001290,CARD1213,218.55,12,Medium,Known,3,False,False,0
TXN001291,CARD1648,50.02,20,Medium,Known,4,False,False,0
TXN001292,CARD1605,129.23,13,Medium,Known,1,False,False,0
TXN001293,CARD1068,64.51,16,Medium,Known,4,False,False,0
TXN001294,CARD1817,136.08,8,Low,Known,2,False,True,0
TXN001295,CARD0724,204.51,8,Low,Known,2,False,True,0
TXN001296,CARD1976,102.99,19,Low,New,4,False,False,0
TXN001297,CARD1880,3.09,12,Medium,Known,3,False,True,0
TXN001298,CARD1398,157.65,2,Medium,Suspicious,17,False,False,1
TXN001299,CARD1361,79.79,17,Low,Known,1,False,True,0
TXN001300,CARD0172,187.64,16,Low,New,3,False,False,0
TXN001301,CARD1483,116.85,10,Medium,Known,2,False,False,0
TXN001302,CARD1830,45.19,19,Low,Known,4,False,False,0
TXN001303,CARD0346,71.62,11,Low,Known,4,True,False,0
TXN001304,CARD0054,39.6,18,Medium,Known,4,False,False,0
TXN001305,CARD0055,69.39,9,Low,Known,3,False,True,0
TXN001306,CARD1459,315.14,14,Low,Known,4,False,False,0
TXN001307,CARD0903,53.92,6,Medium,New,1,False,False,0
TXN001308,CARD1077,20.93,19,Medium,Known,3,False,True,0
TXN001309,CARD1827,39.73,19,Low,Known,1,False,False,0
TXN001310,CARD0424,49.33,18,High,Known,2,False,False,0
TXN001311,CARD1746,159.27,14,Medium,Known,2,False,True,0
TXN001312,CARD0066,95.71,20,Low,New,2,False,False,0
TXN001313,CARD0263,62.1,21,Medium,Known,3,False,False,0
TXN001314,CARD1195,109.55,8,Medium,New,1,False,True,0
TXN001315,CARD1064,67.64,18,Low,Known,2,True,False,0
TXN001316,CARD1635,242.42,18,Low,Known,1,True,False,0
TXN001317,CARD0072,155.02,21,Low,Known,3,False,False,0
TXN001318,CARD1797,70.2,18,Medium,Known,4,False,False,0
TXN001319,CARD0417,42.41,14,Low,Known,2,False,True,0
TXN001320,CARD0553,137.18,6,Low,Known,4,False,False,0
TXN001321,CARD1298,144.79,6,Medium,Known,4,False,True,0
TXN001322,CARD0915,126.39,21,Medium,Known,2,False,True,0
TXN001323,CARD1288,63.7,14,Medium,Known,1,False,False,0
TXN001324,CARD1567,89.81,19,High,Known,4,False,False,0
TXN001325,CARD0029,32.82,11,Low,Known,1,False,False,0
TXN001326,CARD1210,51.61,8,Medium,Known,1,False,True,0
TXN001327,CARD0124,51.15,15,High,Known,2,False,True,0
TXN001328,CARD1804,54.89,21,Low,Known,2,True,False,0
TXN001329,CARD0737,94.5,10,Medium,Known,1,False,False,0
TXN001330,CARD1753,42.87,20,Low,Known,2,False,False,0
TXN001331,CARD0591,76.24,14,Low,New,4,False,False,0
TXN001332,CARD0165,67.93,9,Low,Known,2,False,False,0
TXN001333,CARD0266,114.27,14,Low,Known,3,True,False,0
TXN001334,CARD0942,93.76,14,Low,New,4,False,False,0
TXN001335,CARD0551,55.22,6,Medium,New,1,False,False,0
TXN001336,CARD0580,102.05,10,Medium,Known,1,False,False,0
TXN001337,CARD0420,177.59,2,High,New,18,False,True,1
TXN001338,CARD1861,288.39,20,Low,New,1,False,True,0
TXN001339,CARD0919,113.44,10,Low,New,3,False,True,0
TXN001340,CARD1761,139.81,19,Medium,Known,4,False,False,0
TXN001341,CARD0455,270.28,9,Low,New,4,False,False,0
TXN001342,CARD1411,278.96,10,Low,Known,4,False,False,0
TXN001343,CARD0650,83.26,12,Low,Known,2,False,True,0
TXN001344,CARD1610,29.01,14,Medium,Known,2,False,False,0
TXN001345,CARD1390,20.52,12,Low,Known,3,False,False,0
TXN001346,CARD1219,35.93,12,Low,Known,1,True,True,0
TXN001347,CARD0186,18.91,12,Medium,Known,4,False,True,0
TXN001348,CARD1450,185.36,2,Medium,New,12,False,True,1
TXN001349,CARD0121,18.03,10,Low,Known,1,False,False,0
TXN001350,CARD0300,102.33,18,Low,New,2,False,True,0
TXN001351,CARD1768,59.83,7,Low,Known,4,False,False,0
TXN001352,CARD1666,20.72,21,Low,Known,2,False,False,0
TXN001353,CARD1134,187.29,18,Medium,Known,3,True,False,0
TXN001354,CARD0049,52.57,6,Low,New,4,False,True,0
TXN001355,CARD1516,138.05,20,Low,Known,4,False,True,0
TXN001356,CARD0608,17.08,21,Low,Known,3,False,True,0
TXN001357,CARD0509,112.71,8,Low,New,3,False,False,0
TXN001358,CARD1896,47.9,21,Low,Known,3,False,False,0
TXN001359,CARD1579,126.43,6,Low,Known,4,True,False,0
TXN001360,CARD1561,176.75,13,Medium,Known,1,False,True,0
TXN001361,CARD0736,10.91,12,Low,Known,3,False,False,0
TXN001362,CARD1374,70.64,19,High,New,2,False,False,0
TXN001363,CARD1942,133.62,13,Low,Known,1,True,False,0
TXN001364,CARD0141,109.99,20,Low,New,1,False,False,0
TXN001365,CARD1138,55.77,10,Low,Known,4,True,False,0
TXN001366,CARD0699,147.63,13,Low,Known,1,False,False,0
TXN001367,CARD1764,37.74,10,Low,New,3,False,True,0
TXN001368,CARD0201,31.19,10,Medium,Known,2,False,False,0
TXN001369,CARD1150,56.04,9,Low,Known,3,False,False,0
TXN001370,CARD0578,168.46,12,Medium,Known,1,False,False,0
TXN001371,CARD0416,149.05,19,Medium,Known,2,False,False,0
TXN001372,CARD0508,127.27,8,Low,Known,1,False,True,0
TXN001373,CARD1552,52.46,20,Medium,Known,1,False,True,0
TXN001374,CARD0153,81.77,12,Low,Known,4,False,False,0
TXN001375,CARD0442,136.26,16,High,Known,3,False,True,0
TXN001376,CARD1465,46.62,18,Low,Known,1,False,False,0
TXN001377,CARD1083,115.87,21,Low,Known,3,False,False,0
TXN001378,CARD1410,153.83,7,Low,Known,3,False,False,0
TXN001379,CARD0445,80.43,10,Low,Known,3,False,False,0
TXN001380,CARD1811,57.67,18,Low,Known,2,False,False,0
TXN001381,CARD1140,84.86,11,Low,Known,3,False,True,0
TXN001382,CARD1087,37.97,8,Medium,Known,3,False,False,0
TXN001383,CARD0148,8.44,7,Low,Known,4,False,False,0
TXN001384,CARD0150,294.86,9,Medium,Known,1,True,False,0
TXN001385,CARD1455,111.6,13,Low,New,3,False,False,0
TXN001386,CARD0822,230.26,16,Medium,New,3,False,False,0
TXN001387,CARD0668,149.37,8,Low,New,2,False,True,0
TXN001388,CARD0800,8.22,20,Medium,Known,4,True,False,0
TXN001389,CARD1870,35.5,14,Low,Known,3,False,True,0
TXN001390,CARD1458,21.44,21,Low,Known,2,True,True,0
TXN001391,CARD1010,59.51,10,Low,Known,4,False,False,0
TXN001392,CARD1289,217.21,11,Medium,New,2,False,True,0
TXN001393,CARD1816,151.84,8,Low,Known,4,False,False,0
TXN001394,CARD1312,88.02,9,Medium,Known,4,False,True,0
TXN001395,CARD1657,82.39,9,Low,Known,3,False,False,0
TXN001396,CARD1177,34.78,11,Low,Known,2,False,False,0
TXN001397,CARD0160,78.81,19,Low,Known,2,False,True,0
TXN001398,CARD1936,33.16,7,Low,Known,2,False,False,0
TXN001399,CARD0419,181.58,20,Low,Known,4,False,False,0
TXN001400,CARD0984,36.56,6,Medium,Known,2,False,True,0
TXN001401,CARD1757,107.23,6,Low,Known,4,False,False,0
TXN001402,CARD1495,96.17,10,Medium,New,4,False,False,0
TXN001403,CARD0515,17.06,18,Medium,New,2,False,False,0
TXN001404,CARD0198,118.88,8,Low,New,4,True,False,0
TXN001405,CARD0159,38.39,16,Medium,Known,1,False,True,0
TXN001406,CARD0321,62.18,18,Low,Known,4,False,True,0
TXN001407,CARD1197,210.6,16,Low,Known,4,True,True,0
TXN001408,CARD1849,33.84,15,Medium,Known,4,False,False,0
TXN001409,CARD0708,186.25,6,Low,Known,3,False,False,0
TXN001410,CARD0611,33.85,8,Low,Known,3,False,False,0
TXN001411,CARD1775,231.78,8,Low,New,3,False,False,0
TXN001412,CARD0404,39.43,20,Low,New,1,False,False,0
TXN001413,CARD0589,109.03,20,Medium,Known,4,False,False,0
TXN001414,CARD1442,70.12,9,Low,New,2,False,True,0
TXN001415,CARD0876,210.78,10,Medium,New,1,False,False,0
TXN001416,CARD1756,160.41,11,High,Known,3,False,False,0
TXN001417,CARD0921,24.16,8,Low,Known,3,False,False,0
TXN001418,CARD1564,126.39,15,Medium,Known,1,False,True,0
TXN001419,CARD1319,166.27,9,Low,Known,1,False,False,0
TXN001420,CARD1510,398.23,15,Medium,Known,3,False,True,0
TXN001421,CARD0259,53.42,17,Low,Known,2,False,True,0
TXN001422,CARD1123,372.39,8,Low,Known,4,True,True,0
TXN001423,CARD0893,113.06,19,Low,Known,4,False,False,0
TXN001424,CARD1379,134.56,14,Low,New,4,False,True,0
TXN001425,CARD0108,125.15,10,Medium,Known,3,False,False,0
TXN001426,CARD1171,60.89,6,Medium,Known,1,False,False,0
TXN001427,CARD1291,26.33,17,Low,New,1,False,False,0
TXN001428,CARD1521,96.62,10,Low,New,3,False,True,0
TXN001429,CARD0805,100.53,13,Medium,Known,4,False,False,0
TXN001430,CARD1212,155.87,15,Low,Known,4,False,True,0
TXN001431,CARD1347,152.1,6,Low,New,3,False,False,0
TXN001432,CARD1701,13.09,7,Low,Known,4,False,True,0
TXN001433,CARD0548,77.99,8,Low,Known,3,False,False,0
TXN001434,CARD0609,206.99,18,High,Known,4,False,False,0
TXN001435,CARD0159,57.81,14,Low,New,1,False,False,0
TXN001436,CARD0076,60.1,11,Low,Known,1,False,True,0
TXN001437,CARD0070,25.45,13,Low,Known,1,False,False,0
TXN001438,CARD1211,49.14,6,Low,New,1,False,False,0
TXN001439,CARD1756,54.98,7,Low,Known,3,False,True,0
TXN001440,CARD1210,96.71,16,Low,Known,3,False,False,0
TXN001441,CARD1738,211.19,9,Low,Known,2,False,True,0
TXN001442,CARD1789,161.39,6,Low,Known,3,False,False,0
TXN001443,CARD0961,98.08,17,Low,Known,2,False,True,0
TXN001444,CARD0787,89.58,21,Medium,Known,4,False,False,0
TXN001445,CARD0042,10.66,13,Low,Known,4,False,False,0
TXN001446,CARD0973,52.42,11,Low,Known,4,False,True,0
TXN001447,CARD0955,11.03,17,Low,Known,4,False,True,0
TXN001448,CARD1624,73.39,9,Low,Known,1,False,True,0
TXN001449,CARD1736,370.06,12,Low,Known,4,False,False,0
TXN001450,CARD0391,173.33,6,Low,Known,2,False,False,0
TXN001451,CARD0126,49.18,9,Low,Known,2,False,False,0
TXN001452,CARD1184,96.11,10,Medium,Known,2,False,False,0
TXN001453,CARD1325,14.39,11,Medium,Known,4,True,True,0
TXN001454,CARD0788,180.92,11,High,Known,2,False,True,0
TXN001455,CARD0553,159.9,8,Medium,New,1,False,False,0
TXN001456,CARD0421,92.23,18,High,New,2,False,True,0
TXN001457,CARD0717,161.06,16,Medium,Known,1,True,False,0
TXN001458,CARD1628,135.74,6,Low,New,1,False,True,0
TXN001459,CARD0252,30.8,17,Low,New,1,False,True,0
TXN001460,CARD0729,154.19,16,Low,Known,2,False,True,0
TXN001461,CARD0406,60.23,17,Medium,New,4,False,False,0
TXN001462,CARD0185,167.3,10,Low,Known,3,True,True,0
TXN001463,CARD0960,22.17,7,Low,Known,4,False,False,0
TXN001464,CARD0344,115.91,8,Medium,New,1,True,True,0
TXN001465,CARD1936,89.37,18,Low,New,4,False,False,0
TXN001466,CARD1970,197.39,12,Low,Known,2,False,False,0
TXN001467,CARD0962,71.21,10,Low,New,2,False,False,0
TXN001468,CARD1920,221.38,19,Medium,New,4,True,False,0
TXN001469,CARD0197,86.2,19,Low,Known,3,False,False,0
TXN001470,CARD1391,50.16,19,Low,Known,3,True,True,0
TXN001471,CARD1839,282.16,17,Low,Known,4,True,False,0
TXN001472,CARD0612,16.85,7,Medium,Known,2,False,False,0
TXN001473,CARD0885,151.6,14,Low,New,2,False,True,0
TXN001474,CARD0485,54.94,7,Medium,Known,4,False,False,0
TXN001475,CARD0237,136.72,9,Medium,Known,2,False,True,0
TXN001476,CARD1402,58.64,11,Medium,Known,3,False,False,0
TXN001477,CARD0173,186.62,14,Low,New,2,False,False,0
TXN001478,CARD0250,20.94,13,Low,New,4,False,True,0
TXN001479,CARD0732,63.08,20,Low,New,4,False,True,0
TXN001480,CARD1659,97.59,6,Low,Known,2,True,True,0
TXN001481,CARD0701,7.7,21,Low,Known,2,False,False,0
TXN001482,CARD1660,26.17,9,Low,Known,4,False,False,0
TXN001483,CARD1714,133.34,21,Low,New,3,False,True,0
TXN001484,CARD1206,120.82,21,Medium,New,1,False,True,0
TXN001485,CARD0655,26.88,7,Low,Known,1,True,False,0
TXN001486,CARD0491,81.0,11,Low,Known,2,False,False,0
TXN001487,CARD0912,117.77,17,Low,Known,3,False,False,0
TXN001488,CARD0480,80.2,20,Low,Known,3,False,False,0
TXN001489,CARD1922,203.31,20,Low,New,4,False,False,0
TXN001490,CARD0082,28.82,15,Low,Known,2,False,False,0
TXN001491,CARD0339,76.41,17,Medium,Known,4,False,False,0
TXN001492,CARD0799,88.19,17,Low,New,1,False,False,0
TXN001493,CARD1859,20.22,19,Low,Known,4,False,False,0
TXN001494,CARD0929,83.52,14,Medium,Known,3,False,False,0
TXN001495,CARD0740,81.33,9,Low,New,1,False,False,0
TXN001496,CARD0482,112.53,12,Low,Known,4,False,False,0
TXN001497,CARD0488,130.07,18,High,Known,2,False,True,0
TXN001498,CARD0386,66.37,8,Low,New,1,False,False,0
TXN001499,CARD0374,103.25,15,Low,Known,2,False,False,0
TXN001500,CARD1522,58.85,10,Low,Known,3,False,False,0
TXN001501,CARD0889,148.99,19,Low,Known,4,False,False,0
TXN001502,CARD1451,32.59,20,Low,Known,1,False,True,0
TXN001503,CARD0573,81.41,6,High,Known,4,False,False,0
TXN001504,CARD0643,107.0,9,Low,Known,4,False,False,0
TXN001505,CARD1936,43.98,14,Medium,Known,1,False,True,0
TXN001506,CARD0174,107.47,17,Medium,Known,2,False,True,0
TXN001507,CARD0555,77.55,17,Medium,Known,2,False,False,0
TXN001508,CARD0551,100.51,16,Low,Known,2,False,True,0
TXN001509,CARD0145,55.67,18,Medium,Known,1,False,True,0
TXN001510,CARD0589,62.77,7,Low,Known,2,False,True,0
TXN001511,CARD0426,74.71,21,Low,Known,1,False,False,0
TXN001512,CARD1903,183.27,8,Low,New,4,False,False,0
TXN001513,CARD0669,40.67,6,Low,Known,1,False,False,0
TXN001514,CARD0866,62.18,13,Medium,Known,1,True,True,0
TXN001515,CARD1710,48.97,9,Low,New,1,True,False,0
TXN001516,CARD0681,89.1,16,Low,Known,2,False,False,0
TXN001517,CARD1230,23.53,20,Low,Known,2,False,False,0
TXN001518,CARD1159,51.35,10,Low,Known,2,False,True,0
TXN001519,CARD0435,158.88,15,Medium,Known,1,False,False,0
TXN001520,CARD0907,37.41,21,Low,New,3,False,False,0
TXN001521,CARD0304,26.34,18,Low,Known,1,True,True,0
TXN001522,CARD1816,60.29,15,Low,Known,1,False,False,0
TXN001523,CARD1928,31.16,19,Medium,New,3,False,True,0
TXN001524,CARD0623,129.12,9,Low,New,3,True,False,0
TXN001525,CARD1953,50.89,16,Low,New,1,False,False,0
TXN001526,CARD1811,141.21,7,Low,Known,4,False,False,0
TXN001527,CARD1263,126.35,11,Low,New,1,False,False,0
TXN001528,CARD1570,137.69,13,Low,Known,3,False,True,0
TXN001529,CARD0332,48.93,8,Low,New,4,False,False,0
TXN001530,CARD0228,32.15,18,Low,Known,1,False,False,0
TXN001531,CARD1051,20.0,7,Medium,Known,2,False,False,0
TXN001532,CARD0844,52.64,14,Low,Known,1,False,False,0
TXN001533,CARD1542,104.81,8,Low,Known,3,False,False,0
TXN001534,CARD1142,54.36,6,Low,Known,1,False,False,0
TXN001535,CARD1067,249.19,12,Low,Known,3,False,False,0
TXN001536,CARD0336,149.3,12,Low,Known,4,False,True,0
TXN001537,CARD0024,102.6,9,Medium,Known,2,True,True,0
TXN001538,CARD1116,72.58,10,Low,Known,1,False,False,0
TXN001539,CARD0353,68.51,19,Low,New,1,False,False,0
TXN001540,CARD1435,110.19,19,Medium,Known,2,False,False,0
TXN001541,CARD0747,116.35,10,Low,Known,2,True,False,0
TXN001542,CARD1135,157.7,6,Low,Known,3,False,False,0
TXN001543,CARD0992,157.03,12,Low,Known,3,False,False,0
TXN001544,CARD1526,88.26,9,Low,New,2,False,False,0
TXN001545,CARD1557,110.58,9,Medium,Known,3,False,False,0
TXN001546,CARD0932,26.9,10,Low,New,3,False,False,0
TXN001547,CARD1740,121.97,10,Low,New,4,False,True,0
TXN001548,CARD1368,35.61,6,Low,Known,3,False,False,0
TXN001549,CARD0727,100.79,18,Low,New,2,False,False,0
TXN001550,CARD0093,228.41,17,Medium,Known,2,False,False,0
TXN001551,CARD1136,58.84,17,Low,Known,1,False,False,0
TXN001552,CARD1736,28.78,9,Medium,Known,1,True,True,0
TXN001553,CARD1524,48.75,10,High,Known,4,False,False,0
TXN001554,CARD1606,2.65,12,Low,New,2,False,True,0
TXN001555,CARD1584,99.5,20,Low,Known,1,False,True,0
TXN001556,CARD0671,27.99,15,Low,Known,3,False,True,0
TXN001557,CARD1297,351.26,3,High,Suspicious,17,False,False,1
TXN001558,CARD0313,101.96,17,Low,Known,4,False,True,0
TXN001559,CARD1290,125.13,9,Medium,Known,2,False,False,0
TXN001560,CARD1238,2.01,8,Low,Known,1,False,False,0
TXN001561,CARD0131,149.11,6,Low,New,4,False,True,0
TXN001562,CARD0568,35.24,15,Medium,Known,2,False,True,0
TXN001563,CARD0448,49.55,13,Low,Known,2,False,False,0
TXN001564,CARD1174,15.23,14,Low,Known,4,False,True,0
TXN001565,CARD0541,42.16,17,High,Known,2,False,False,0
TXN001566,CARD1364,129.31,20,Medium,New,3,False,False,0
TXN001567,CARD1084,142.05,6,Low,New,1,False,True,0
TXN001568,CARD1278,285.91,19,Low,New,2,False,True,0
TXN001569,CARD1873,15.9,13,Medium,New,3,False,True,0
TXN001570,CARD0235,75.62,14,Low,Known,2,False,True,0
TXN001571,CARD0630,16.16,8,Low,New,4,False,False,0
TXN001572,CARD0507,150.67,8,Low,New,2,False,True,0
TXN001573,CARD1985,100.87,10,Low,Known,4,False,True,0
TXN001574,CARD0114,49.98,16,Low,Known,3,False,True,0
TXN001575,CARD0446,50.77,17,Medium,Known,2,True,False,0
TXN001576,CARD1449,97.87,12,Low,Known,4,False,False,0
TXN001577,CARD1418,231.64,21,Medium,Known,4,False,False,0
TXN001578,CARD0762,41.14,16,Medium,Known,2,False,False,0
TXN001579,CARD0920,62.0,16,Low,Known,2,False,False,0
TXN001580,CARD1010,687.58,3,High,Suspicious,19,False,False,1
TXN001581,CARD1572,56.41,15,Low,Known,4,False,True,0
TXN001582,CARD1386,102.12,11,Low,New,4,False,False,0
TXN001583,CARD1656,48.07,14,Low,Known,2,False,False,0
TXN001584,CARD0779,103.31,7,Medium,Known,1,False,True,0
TXN001585,CARD0966,77.34,16,Medium,Known,2,True,False,0
TXN001586,CARD1690,107.07,11,Low,Known,3,False,False,0
TXN001587,CARD1576,55.31,12,Low,New,2,False,False,0
TXN001588,CARD0437,208.1,12,Low,New,3,False,True,0
TXN001589,CARD1184,150.28,14,Medium,Known,4,True,False,0
TXN001590,CARD1598,80.74,19,Low,Known,3,False,False,0
TXN001591,CARD0225,68.25,7,Low,Known,4,False,False,0
TXN001592,CARD0493,20.26,8,Low,Known,1,False,False,0
TXN001593,CARD1747,71.4,19,Medium,New,2,False,True,0
TXN001594,CARD0895,44.56,20,Low,New,3,False,True,0
TXN001595,CARD1887,28.65,21,Medium,Known,2,False,False,0
TXN001596,CARD0615,7.37,6,Medium,Known,4,False,False,0
TXN001597,CARD1863,40.66,17,Medium,Known,3,False,False,0
TXN001598,CARD1809,105.44,17,Medium,New,1,True,False,0
TXN001599,CARD1899,42.37,15,Low,Known,3,False,False,0
TXN001600,CARD1791,76.9,6,Low,New,3,False,False,0
TXN001601,CARD0895,66.74,14,Low,Known,1,False,False,0
TXN001602,CARD0421,52.26,21,Low,Known,4,False,False,0
TXN001603,CARD0387,102.69,6,Medium,Known,4,False,False,0
TXN001604,CARD0895,201.5,11,Low,Known,2,False,False,0
TXN001605,CARD1176,103.03,8,Low,Known,2,False,True,0
TXN001606,CARD1852,82.06,10,Low,Known,2,False,False,0
TXN001607,CARD1616,52.52,14,Low,Known,1,False,False,0
TXN001608,CARD0826,59.67,13,Medium,Known,1,False,False,0
TXN001609,CARD0994,264.9,9,Low,Known,3,False,True,0
TXN001610,CARD1436,25.64,21,Low,Known,2,False,False,0
TXN001611,CARD1791,165.16,14,Medium,Known,4,False,False,0
TXN001612,CARD1828,54.25,19,Medium,Known,2,False,False,0
TXN001613,CARD1385,41.16,21,Low,Known,3,True,False,0
TXN001614,CARD0386,172.57,19,Low,Known,2,False,False,0
TXN001615,CARD0807,141.8,11,Low,New,3,False,False,0
TXN001616,CARD1934,235.76,15,Low,New,4,False,False,0
TXN001617,CARD1508,76.87,21,Low,Known,2,True,True,0
TXN001618,CARD0010,71.07,15,Low,Known,4,False,True,0
TXN001619,CARD1424,77.56,20,Medium,New,3,True,False,0
TXN001620,CARD1204,11.57,19,Low,New,1,False,False,0
TXN001621,CARD1205,20.96,6,Medium,Known,4,False,False,0
TXN001622,CARD0870,98.03,7,Low,New,2,False,False,0
TXN001623,CARD1344,81.08,14,Low,New,2,False,True,0
TXN001624,CARD0040,42.47,12,Low,New,2,True,False,0
TXN001625,CARD0579,40.67,16,Medium,Known,1,False,False,0
TXN001626,CARD1507,73.53,11,High,Known,4,False,False,0
TXN001627,CARD0927,115.41,18,Medium,Known,3,False,True,0
TXN001628,CARD1275,101.18,21,Low,Known,2,False,False,0
TXN001629,CARD0395,115.18,9,Low,Known,3,False,False,0
TXN001630,CARD1021,236.68,8,Medium,Known,2,False,False,0
TXN001631,CARD1109,39.0,15,Low,Known,1,False,False,0
TXN001632,CARD1513,262.0,15,Medium,Known,1,False,False,0
TXN001633,CARD0027,5.7,7,Low,Known,3,False,True,0
TXN001634,CARD1047,92.58,7,Medium,Known,2,False,False,0
TXN001635,CARD0632,117.33,13,Medium,New,1,False,True,0
TXN001636,CARD1354,143.31,7,Low,New,3,False,False,0
TXN001637,CARD1179,48.06,9,Low,Known,2,False,True,0
TXN001638,CARD0512,18.75,8,Low,New,2,False,False,0
TXN001639,CARD1777,75.15,19,Medium,New,1,False,True,0
TXN001640,CARD0202,305.05,7,Low,Known,1,False,False,0
TXN001641,CARD0004,325.83,6,Low,Known,1,False,False,0
TXN001642,CARD0826,171.76,13,Low,Known,2,False,True,0
TXN001643,CARD0138,179.95,9,Low,Known,2,True,False,0
TXN001644,CARD1791,74.99,18,Low,Known,1,False,False,0
TXN001645,CARD0282,63.98,19,Low,Known,2,False,False,0
TXN001646,CARD0974,36.73,18,Low,Known,4,False,False,0
TXN001647,CARD0004,188.53,10,High,Known,3,False,False,0
TXN001648,CARD0026,60.17,14,Medium,Known,1,True,True,0
TXN001649,CARD0742,98.23,10,Low,New,1,False,True,0
TXN001650,CARD0760,64.42,14,Low,Known,2,False,False,0
TXN001651,CARD0825,8.81,10,Low,Known,4,False,False,0
TXN001652,CARD1327,190.91,20,Low,New,1,True,False,0
TXN001653,CARD0282,114.04,8,Low,Known,3,False,True,0
TXN001654,CARD0549,75.75,11,Low,New,2,True,False,0
TXN001655,CARD1625,17.34,15,Low,New,3,False,False,0
TXN001656,CARD1180,225.45,19,Medium,Known,3,False,False,0
TXN001657,CARD1338,22.78,8,Medium,Known,1,True,True,0
TXN001658,CARD0644,63.66,13,Low,Known,4,False,False,0
TXN001659,CARD0310,27.36,8,Low,Known,4,False,True,0
TXN001660,CARD1766,61.17,13,Medium,Known,1,False,False,0
TXN001661,CARD0316,28.93,12,Low,Known,1,False,False,0
TXN001662,CARD0285,38.51,17,High,Known,1,False,False,0
TXN001663,CARD0438,8.15,20,Low,Known,1,False,True,0
TXN001664,CARD0356,57.34,7,Low,Known,4,False,False,0
TXN001665,CARD1808,236.98,13,High,Known,4,False,False,0
TXN001666,CARD1988,36.74,13,Low,Known,4,False,False,0
TXN001667,CARD1737,37.58,8,Low,New,3,False,True,0
