city,date,temperature,humidity,precipitation,wind_speed,conditions,uv_index
Chicago,2023-06-19,48.8,52.0,0.0,11.1,Sunny,7.0
Chicago,2023-06-20,61.0,65.0,0.56,8.8,Cloudy,9.0
Chicago,2023-06-21,52.8,68.0,0.65,16.6,Cloudy,4.0
Chicago,2023-06-22,72.5,62.0,0.0,11.2,Cloudy,4.0
Chicago,2023-06-23,50.8,59.0,0.63,13.2,Rainy,8.0
Chicago,2023-06-24,69.5,64.0,0.42,12.9,Cloudy,5.0
Chicago,2023-06-25,50.5,69.0,0.62,11.2,Rainy,6.0
Chicago,2023-06-26,61.9,56.0,0.0,6.2,Sunny,7.0
Chicago,2023-06-27,51.3,68.0,0.0,11.2,Rainy,4.0
Chicago,2023-06-28,78.8,61.0,0.12,7.0,Sunny,7.0
Chicago,2023-06-29,68.9,54.0,0.0,9.2,Stormy,6.0
Chicago,2023-06-30,64.8,68.0,0.36,6.7,Cloudy,6.0
Chicago,2023-07-01,47.7,61.0,1.55,9.1,Cloudy,7.0
Chicago,2023-07-02,55.3,63.0,0.0,11.8,Sunny,4.0
Chicago,2023-07-03,65.7,68.0,0.16,10.9,Cloudy,4.0
Chicago,2023-07-04,65.9,66.0,0.9,11.5,Sunny,7.0
Chicago,2023-07-05,65.9,56.0,0.0,10.4,Sunny,6.0
Chicago,2023-07-06,56.3,57.0,0.36,16.9,Stormy,5.0
Chicago,2023-07-07,62.2,57.0,0.0,6.8,Stormy,7.0
Chicago,2023-07-08,74.2,63.0,0.0,4.2,Sunny,5.0
Chicago,2023-07-09,71.0,59.0,0.38,9.8,Sunny,7.0
Chicago,2023-07-10,49.2,67.0,0.0,11.1,Sunny,4.0
Chicago,2023-07-11,73.7,56.0,0.0,7.3,Sunny,5.0
Chicago,2023-07-12,53.2,65.0,0.0,14.5,Cloudy,7.0
Chicago,2023-07-13,47.7,51.0,0.0,7.7,Rainy,9.0
Chicago,2023-07-14,56.4,56.0,0.44,13.0,Cloudy,3.0
Chicago,2023-07-15,58.2,61.0,0.0,5.2,Rainy,7.0
Chicago,2023-07-16,51.2,63.0,0.0,10.6,Cloudy,5.0
Chicago,2023-07-17,49.7,58.0,0.14,14.4,Sunny,7.0
Chicago,2023-07-18,54.0,58.0,0.0,6.1,Rainy,6.0
Chicago,2023-07-19,48.0,53.0,0.0,2.6,Cloudy,10.0
Chicago,2023-07-20,59.7,67.0,0.31,4.3,Cloudy,8.0
Chicago,2023-07-21,57.1,50.0,0.0,7.4,Rainy,8.0
Chicago,2023-07-22,51.8,53.0,1.12,11.8,Sunny,7.0
Chicago,2023-07-23,44.0,59.0,0.0,5.2,Sunny,6.0
Chicago,2023-07-24,54.6,62.0,0.14,14.2,Rainy,2.0
Chicago,2023-07-25,34.5,54.0,0.0,14.3,Sunny,7.0
Chicago,2023-07-26,52.9,57.0,0.58,6.3,Sunny,8.0
Chicago,2023-07-27,56.4,59.0,0.51,14.9,Stormy,7.0
Chicago,2023-07-28,50.1,51.0,0.33,12.3,Sunny,5.0
Chicago,2023-07-29,53.4,67.0,0.91,2.5,Cloudy,9.0
Chicago,2023-07-30,50.7,53.0,0.32,5.8,Sunny,6.0
Chicago,2023-07-31,40.8,51.0,0.81,20.3,Sunny,4.0
Chicago,2023-08-01,41.7,59.0,0.33,7.8,Cloudy,7.0
Chicago,2023-08-02,52.3,54.0,0.0,5.2,Sunny,7.0
Chicago,2023-08-03,38.8,62.0,0.58,9.0,Stormy,9.0
Chicago,2023-08-04,31.2,70.0,0.36,12.8,Cloudy,8.0
Chicago,2023-08-05,42.4,53.0,0.11,8.3,Rainy,0.0
Chicago,2023-08-06,52.4,54.0,0.28,6.4,Cloudy,9.0
Chicago,2023-08-07,41.5,52.0,0.56,17.6,Cloudy,7.0
Chicago,2023-08-08,41.6,55.0,0.37,8.7,Cloudy,6.0
Chicago,2023-08-09,50.5,53.0,0.0,14.0,Sunny,6.0
Chicago,2023-08-10,31.9,68.0,0.3,16.6,Cloudy,7.0
Chicago,2023-08-11,35.3,59.0,0.89,11.4,Cloudy,7.0
Chicago,2023-08-12,26.3,66.0,0.0,10.4,Cloudy,8.0
Chicago,2023-08-13,46.4,63.0,1.08,13.1,Rainy,5.0
Chicago,2023-08-14,16.8,56.0,0.0,13.0,Sunny,6.0
Chicago,2023-08-15,37.0,59.0,0.73,12.4,Cloudy,6.0
Chicago,2023-08-16,58.4,59.0,0.95,14.0,Cloudy,5.0
Chicago,2023-08-17,31.6,62.0,1.32,14.8,Sunny,5.0
Chicago,2023-08-18,41.8,57.0,0.7,2.0,Cloudy,6.0
Chicago,2023-08-19,13.4,61.0,0.65,10.9,Rainy,4.0
Chicago,2023-08-20,25.8,61.0,0.0,6.8,Sunny,7.0
Chicago,2023-08-21,30.8,50.0,0.92,7.5,Sunny,6.0
Chicago,2023-08-22,49.3,59.0,0.18,12.3,Cloudy,4.0
Chicago,2023-08-23,26.3,51.0,0.0,6.8,Cloudy,7.0
Chicago,2023-08-24,43.6,60.0,0.0,10.9,Stormy,9.0
Chicago,2023-08-25,41.3,59.0,0.08,12.5,Rainy,11.0
Chicago,2023-08-26,24.8,62.0,0.0,12.9,Sunny,7.0
Chicago,2023-08-27,48.6,60.0,0.44,7.3,Cloudy,7.0
Chicago,2023-08-28,27.9,53.0,0.84,14.2,Cloudy,9.0
Chicago,2023-08-29,31.4,60.0,0.02,8.3,Cloudy,3.0
Chicago,2023-08-30,32.7,52.0,0.2,7.3,Stormy,8.0
Chicago,2023-08-31,47.4,68.0,0.37,16.6,Sunny,7.0
Chicago,2023-09-01,21.6,58.0,0.79,18.1,Sunny,1.0
Chicago,2023-09-02,33.8,53.0,0.0,17.7,Sunny,8.0
Chicago,2023-09-03,42.7,66.0,0.28,5.2,Stormy,4.0
Chicago,2023-09-04,19.5,56.0,0.0,11.1,Cloudy,2.0
Chicago,2023-09-05,28.3,54.0,0.0,13.7,Cloudy,7.0
Chicago,2023-09-06,47.3,50.0,0.0,13.5,Sunny,8.0
Chicago,2023-09-07,35.5,65.0,0.0,5.9,Stormy,5.0
Chicago,2023-09-08,29.7,62.0,0.48,11.2,Sunny,5.0
Chicago,2023-09-09,28.7,57.0,0.76,15.4,Sunny,0.0
Chicago,2023-09-10,48.6,69.0,0.0,9.2,Cloudy,7.0
Chicago,2023-09-11,19.7,64.0,0.0,9.5,Rainy,8.0
Chicago,2023-09-12,19.6,59.0,0.0,11.2,Sunny,3.0
Chicago,2023-09-13,19.8,54.0,0.0,7.2,Rainy,3.0
Chicago,2023-09-14,45.6,52.0,0.06,14.8,Cloudy,8.0
Chicago,2023-09-15,32.8,69.0,0.46,9.3,Sunny,6.0
Chicago,2023-09-16,31.1,60.0,0.08,6.2,Sunny,9.0
Chicago,2023-09-17,29.5,55.0,0.35,2.3,Sunny,6.0
Chicago,2023-09-18,31.8,52.0,0.0,9.0,Rainy,9.0
Chicago,2023-09-19,25.5,57.0,0.67,4.3,Stormy,7.0
Chicago,2023-09-20,24.2,54.0,0.69,10.0,Sunny,10.0
Chicago,2023-09-21,16.5,57.0,0.1,5.8,Cloudy,5.0
Chicago,2023-09-22,44.0,62.0,0.22,13.4,Rainy,8.0
Chicago,2023-09-23,35.3,64.0,0.0,7.2,Rainy,6.0
Chicago,2023-09-24,15.3,53.0,0.0,16.7,Sunny,5.0
Chicago,2023-09-25,8.6,62.0,1.01,15.3,Cloudy,7.0
Chicago,2023-09-26,16.4,55.0,0.0,11.8,Sunny,7.0
Chicago,2023-09-27,29.6,68.0,0.0,10.1,Stormy,5.0
Chicago,2023-09-28,43.2,55.0,0.05,13.5,Sunny,6.0
Chicago,2023-09-29,34.3,64.0,0.0,16.9,Stormy,7.0
Chicago,2023-09-30,27.8,59.0,0.0,8.1,Sunny,9.0
Chicago,2023-10-01,20.1,69.0,0.2,16.5,Cloudy,8.0
Chicago,2023-10-02,25.8,58.0,0.46,10.0,Sunny,4.0
Chicago,2023-10-03,45.1,65.0,0.1,6.3,Sunny,4.0
Chicago,2023-10-04,32.7,63.0,0.0,14.5,Rainy,7.0
Chicago,2023-10-05,11.9,56.0,0.96,11.4,Sunny,3.0
Chicago,2023-10-06,30.1,63.0,0.0,15.9,Rainy,9.0
Chicago,2023-10-07,38.0,59.0,0.37,11.7,Sunny,10.0
Chicago,2023-10-08,36.7,53.0,0.01,7.4,Rainy,5.0
Chicago,2023-10-09,30.5,67.0,0.74,13.7,Sunny,7.0
Chicago,2023-10-10,28.0,61.0,0.21,12.6,Rainy,7.0
Chicago,2023-10-11,36.0,65.0,0.01,9.2,Rainy,7.0
Chicago,2023-10-12,31.8,58.0,0.17,17.8,Stormy,8.0
Chicago,2023-10-13,37.5,60.0,0.64,0.3,Cloudy,3.0
Chicago,2023-10-14,37.9,54.0,0.0,1.3,Cloudy,8.0
Chicago,2023-10-15,46.0,59.0,0.33,8.3,Sunny,3.0
Chicago,2023-10-16,41.2,61.0,0.0,10.5,Cloudy,4.0
Chicago,2023-10-17,31.8,62.0,0.0,15.5,Cloudy,7.0
Chicago,2023-10-18,38.6,57.0,0.39,13.4,Stormy,6.0
Chicago,2023-10-19,51.1,58.0,0.28,6.4,Rainy,4.0
Chicago,2023-10-20,35.3,53.0,0.54,9.4,Sunny,3.0
Chicago,2023-10-21,43.2,51.0,0.68,1.2,Rainy,9.0
Chicago,2023-10-22,36.4,65.0,0.5,16.6,Sunny,6.0
Chicago,2023-10-23,25.7,70.0,0.0,0.4,Sunny,6.0
Chicago,2023-10-24,17.4,64.0,0.56,6.1,Sunny,6.0
Chicago,2023-10-25,34.9,67.0,0.0,11.1,Rainy,6.0
Chicago,2023-10-26,31.8,60.0,0.13,8.5,Sunny,7.0
Chicago,2023-10-27,40.5,69.0,0.82,8.5,Rainy,7.0
Chicago,2023-10-28,51.1,51.0,0.04,0.4,Rainy,7.0
Chicago,2023-10-29,35.6,65.0,0.0,16.9,Cloudy,1.0
Chicago,2023-10-30,40.4,66.0,0.0,6.0,Stormy,5.0
Chicago,2023-10-31,20.3,61.0,1.12,18.5,Cloudy,5.0
Chicago,2023-11-01,27.0,59.0,0.34,4.7,Rainy,7.0
Chicago,2023-11-02,34.8,64.0,0.03,9.8,Cloudy,5.0
Chicago,2023-11-03,9.5,55.0,0.0,17.4,Stormy,3.0
Chicago,2023-11-04,20.4,62.0,0.57,8.7,Cloudy,0.0
Chicago,2023-11-05,51.6,57.0,0.0,19.0,Sunny,7.0
Chicago,2023-11-06,40.1,50.0,0.0,7.8,Cloudy,5.0
Chicago,2023-11-07,36.2,64.0,0.53,10.2,Sunny,6.0
Chicago,2023-11-08,31.0,64.0,0.86,18.7,Cloudy,7.0
Chicago,2023-11-09,38.6,65.0,0.0,15.2,Sunny,8.0
Chicago,2023-11-10,50.9,61.0,0.27,3.1,Sunny,2.0
Chicago,2023-11-11,25.6,69.0,0.0,4.4,Cloudy,4.0
Chicago,2023-11-12,35.0,54.0,0.0,13.1,Sunny,5.0
Chicago,2023-11-13,42.8,68.0,0.41,15.0,Sunny,6.0
Chicago,2023-11-14,43.7,63.0,0.37,21.9,Rainy,8.0
Chicago,2023-11-15,43.1,68.0,0.08,3.6,Sunny,9.0
Chicago,2023-11-16,11.4,56.0,0.58,5.1,Cloudy,5.0
Chicago,2023-11-17,32.8,57.0,0.0,9.2,Sunny,10.0
Chicago,2023-11-18,25.1,60.0,0.0,9.6,Rainy,10.0
Chicago,2023-11-19,42.1,68.0,0.0,14.8,Sunny,6.0
Chicago,2023-11-20,41.8,61.0,0.1,8.0,Stormy,7.0
Chicago,2023-11-21,51.9,64.0,0.21,7.2,Cloudy,8.0
Chicago,2023-11-22,37.1,51.0,0.31,5.8,Rainy,8.0
Chicago,2023-11-23,35.7,53.0,0.46,16.1,Rainy,4.0
Chicago,2023-11-24,38.0,69.0,0.0,10.8,Rainy,7.0
Chicago,2023-11-25,38.6,54.0,0.11,0.5,Sunny,6.0
Chicago,2023-11-26,30.5,61.0,0.32,13.9,Rainy,6.0
Chicago,2023-11-27,63.8,50.0,0.0,15.6,Sunny,7.0
Chicago,2023-11-28,31.3,65.0,0.07,17.6,Rainy,7.0
Chicago,2023-11-29,36.5,60.0,0.54,13.0,Rainy,6.0
Chicago,2023-11-30,60.4,67.0,0.84,1.4,Sunny,11.0
Chicago,2023-12-01,50.0,58.0,0.0,5.2,Cloudy,6.0
Chicago,2023-12-02,28.1,67.0,0.0,3.9,Cloudy,5.0
Chicago,2023-12-03,47.0,56.0,0.5,1.1,Sunny,5.0
Chicago,2023-12-04,57.0,53.0,0.0,15.1,Rainy,6.0
Chicago,2023-12-05,49.7,65.0,0.62,9.2,Cloudy,3.0
Chicago,2023-12-06,52.2,58.0,0.0,11.3,Cloudy,5.0
Chicago,2023-12-07,40.3,64.0,0.0,8.7,Rainy,10.0
Chicago,2023-12-08,45.5,63.0,0.15,9.0,Cloudy,6.0
Chicago,2023-12-09,56.0,67.0,0.0,12.5,Sunny,8.0
Chicago,2023-12-10,61.0,61.0,0.07,8.6,Rainy,5.0
Chicago,2023-12-11,52.4,69.0,0.38,9.2,Sunny,5.0
Chicago,2023-12-12,55.7,69.0,0.08,2.5,Cloudy,6.0
Chicago,2023-12-13,38.7,60.0,0.1,10.3,Sunny,5.0
Chicago,2023-12-14,32.8,55.0,0.03,10.4,Sunny,4.0
Chicago,2023-12-15,49.8,61.0,0.3,16.7,Cloudy,6.0
Chicago,2023-12-16,48.5,55.0,1.33,9.0,Cloudy,4.0
Chicago,2023-12-17,71.4,66.0,0.0,9.2,Sunny,4.0
Chicago,2023-12-18,47.5,69.0,0.37,13.5,Cloudy,7.0
Chicago,2023-12-19,41.3,60.0,0.0,12.2,Cloudy,6.0
Chicago,2023-12-20,67.6,66.0,0.0,16.5,Rainy,1.0
Chicago,2023-12-21,38.3,58.0,0.0,1.8,Cloudy,4.0
Chicago,2023-12-22,40.9,58.0,0.1,9.5,Sunny,5.0
Chicago,2023-12-23,59.8,59.0,0.81,9.2,Cloudy,4.0
Chicago,2023-12-24,49.8,62.0,0.16,5.9,Cloudy,4.0
Chicago,2023-12-25,64.1,51.0,1.01,5.6,Rainy,8.0
Chicago,2023-12-26,58.7,68.0,0.54,3.7,Cloudy,7.0
Chicago,2023-12-27,55.3,70.0,0.0,5.8,Sunny,5.0
Chicago,2023-12-28,57.7,60.0,0.0,9.9,Sunny,5.0
Chicago,2023-12-29,58.6,57.0,0.25,2.7,Stormy,6.0
Chicago,2023-12-30,52.1,53.0,0.0,13.9,Cloudy,8.0
Chicago,2023-12-31,49.4,65.0,0.0,12.0,Sunny,4.0
Houston,2023-01-01,41.7,65.0,0.96,5.5,Cloudy,7.0
Houston,2023-01-02,75.0,54.0,0.0,6.9,Cloudy,5.0
Houston,2023-01-03,59.2,69.0,0.45,8.0,Cloudy,8.0
Houston,2023-01-04,72.0,67.0,0.02,2.4,Sunny,7.0
Houston,2023-01-05,41.4,52.0,0.0,12.8,Sunny,9.0
Houston,2023-01-06,81.5,61.0,0.59,11.0,Sunny,4.0
Houston,2023-01-07,68.7,62.0,0.29,10.4,Rainy,6.0
Houston,2023-01-08,45.2,68.0,0.03,4.6,Cloudy,6.0
Houston,2023-01-09,45.9,66.0,0.32,9.0,Cloudy,7.0
Houston,2023-01-10,77.4,68.0,0.0,10.0,Stormy,5.0
Houston,2023-01-11,67.2,51.0,0.09,7.2,Stormy,3.0
Houston,2023-01-12,56.1,57.0,0.0,7.3,Rainy,5.0
Houston,2023-01-13,68.8,57.0,0.0,13.1,Sunny,6.0
Houston,2023-01-14,84.2,62.0,0.0,8.0,Sunny,3.0
Houston,2023-01-15,69.1,67.0,0.12,1.8,Cloudy,5.0
Houston,2023-01-16,67.6,66.0,0.0,14.4,Sunny,5.0
Houston,2023-01-17,57.7,68.0,0.83,10.1,Rainy,1.0
Houston,2023-01-18,74.5,59.0,0.07,7.8,Sunny,8.0
Houston,2023-01-19,74.1,56.0,0.0,5.5,Rainy,2.0
Houston,2023-01-20,53.3,65.0,0.32,13.0,Stormy,4.0
Houston,2023-01-21,55.5,65.0,0.0,10.9,Sunny,8.0
Houston,2023-01-22,62.0,53.0,0.0,3.4,Sunny,6.0
Houston,2023-01-23,83.5,63.0,0.42,16.7,Cloudy,6.0
Houston,2023-01-24,82.6,54.0,0.1,11.1,Rainy,5.0
Houston,2023-01-25,60.3,60.0,0.0,11.1,Cloudy,6.0
Houston,2023-01-26,72.5,63.0,0.0,8.7,Sunny,7.0
Houston,2023-01-27,87.7,64.0,0.0,8.9,Stormy,7.0
Houston,2023-01-28,68.9,68.0,0.0,5.8,Rainy,7.0
Houston,2023-01-29,72.6,56.0,0.0,6.7,Cloudy,5.0
Houston,2023-01-30,68.8,57.0,0.02,6.7,Cloudy,7.0
Houston,2023-01-31,84.3,65.0,0.0,15.0,Cloudy,5.0
Houston,2023-02-01,90.8,69.0,0.0,5.0,Stormy,2.0
Houston,2023-02-02,75.2,54.0,0.0,8.3,Cloudy,3.0
Houston,2023-02-03,81.2,57.0,0.0,4.6,Stormy,7.0
Houston,2023-02-04,72.5,64.0,0.15,2.4,Cloudy,10.0
Houston,2023-02-05,63.9,70.0,0.85,7.7,Sunny,5.0
Houston,2023-02-06,72.5,62.0,0.0,9.2,Sunny,6.0
Houston,2023-02-07,81.2,65.0,0.0,8.7,Rainy,6.0
Houston,2023-02-08,77.0,58.0,0.27,6.2,Stormy,4.0
Houston,2023-02-09,93.2,66.0,0.21,4.8,Sunny,6.0
Houston,2023-02-10,70.1,56.0,0.0,9.1,Cloudy,6.0
Houston,2023-02-11,87.5,54.0,0.0,5.6,Sunny,9.0
Houston,2023-02-12,66.8,54.0,0.61,7.6,Sunny,7.0
Houston,2023-02-13,92.0,52.0,0.59,8.3,Rainy,4.0
Houston,2023-02-14,87.2,58.0,0.0,9.8,Sunny,6.0
Houston,2023-02-15,71.3,60.0,0.38,13.8,Sunny,6.0
Houston,2023-02-16,71.4,53.0,0.0,8.2,Rainy,8.0
Houston,2023-02-17,74.5,65.0,0.25,4.4,Sunny,4.0
Houston,2023-02-18,100.1,52.0,0.72,12.3,Sunny,3.0
Houston,2023-02-19,84.3,70.0,0.0,0.1,Sunny,7.0
Houston,2023-02-20,78.6,65.0,0.0,18.5,Rainy,7.0
Houston,2023-02-21,75.3,64.0,0.18,7.0,Rainy,9.0
Houston,2023-02-22,86.7,53.0,0.37,11.5,Rainy,6.0
Houston,2023-02-23,94.7,51.0,0.52,10.0,Rainy,6.0
Houston,2023-02-24,95.3,68.0,0.15,12.7,Sunny,2.0
Houston,2023-02-25,98.5,54.0,0.0,8.9,Rainy,6.0
Houston,2023-02-26,88.4,70.0,0.03,0.3,Sunny,4.0
Houston,2023-02-27,111.5,56.0,0.0,12.2,Sunny,6.0
Houston,2023-02-28,67.3,61.0,0.62,9.4,Rainy,3.0
Houston,2023-03-01,84.9,53.0,0.0,5.9,Sunny,7.0
Houston,2023-03-02,73.2,54.0,0.87,11.8,Rainy,8.0
Houston,2023-03-03,86.4,65.0,0.41,9.2,Rainy,10.0
Houston,2023-03-04,84.6,52.0,0.45,7.3,Stormy,2.0
Houston,2023-03-05,77.1,68.0,0.0,0.9,Sunny,9.0
Houston,2023-03-06,105.7,52.0,0.54,11.6,Sunny,6.0
Houston,2023-03-07,95.6,52.0,0.0,7.5,Cloudy,7.0
Houston,2023-03-08,107.4,55.0,0.0,6.7,Rainy,2.0
Houston,2023-03-09,97.0,64.0,0.31,16.4,Cloudy,6.0
Houston,2023-03-10,97.6,70.0,0.22,7.3,Sunny,6.0
Houston,2023-03-11,86.6,62.0,0.0,14.7,Rainy,3.0
Houston,2023-03-12,90.1,65.0,0.0,8.3,Cloudy,6.0
Houston,2023-03-13,74.7,62.0,0.0,11.6,Sunny,3.0
Houston,2023-03-14,91.3,65.0,0.0,11.4,Rainy,7.0
Houston,2023-03-15,90.8,56.0,0.08,2.3,Rainy,8.0
Houston,2023-03-16,83.7,61.0,0.54,10.8,Sunny,7.0
Houston,2023-03-17,82.4,59.0,0.0,10.6,Cloudy,5.0
Houston,2023-03-18,90.0,51.0,0.0,14.1,Sunny,9.0
Houston,2023-03-19,94.3,60.0,0.18,9.2,Stormy,5.0
Houston,2023-03-20,117.6,64.0,0.78,16.3,Rainy,8.0
Houston,2023-03-21,76.1,65.0,0.51,1.4,Stormy,4.0
Houston,2023-03-22,82.9,65.0,0.42,14.5,Sunny,6.0
Houston,2023-03-23,88.9,59.0,0.0,9.5,Sunny,3.0
Houston,2023-03-24,71.3,58.0,0.34,9.2,Cloudy,7.0
Houston,2023-03-25,77.8,64.0,0.0,7.4,Sunny,6.0
Houston,2023-03-26,79.1,58.0,0.11,9.7,Sunny,6.0
Houston,2023-03-27,102.6,61.0,0.03,3.2,Stormy,4.0
Houston,2023-03-28,91.8,56.0,0.21,7.9,Sunny,4.0
Houston,2023-03-29,100.2,57.0,0.0,5.3,Rainy,4.0
Houston,2023-03-30,81.8,55.0,0.0,11.2,Sunny,9.0
Houston,2023-03-31,77.4,59.0,0.09,5.7,Cloudy,8.0
Houston,2023-04-01,77.5,62.0,0.0,6.3,Cloudy,4.0
Houston,2023-04-02,91.4,65.0,0.52,13.9,Rainy,4.0
Houston,2023-04-03,113.4,61.0,0.14,16.7,Sunny,8.0
Houston,2023-04-04,99.5,70.0,0.13,15.0,Sunny,4.0
Houston,2023-04-05,83.1,65.0,0.66,14.2,Sunny,10.0
Houston,2023-04-06,100.1,54.0,0.42,10.0,Sunny,6.0
Houston,2023-04-07,94.1,67.0,0.5,15.9,Sunny,7.0
Houston,2023-04-08,85.9,57.0,0.68,12.3,Cloudy,1.0
Houston,2023-04-09,89.9,55.0,0.3,12.2,Sunny,6.0
Houston,2023-04-10,87.5,63.0,0.78,3.1,Sunny,4.0
Houston,2023-04-11,96.2,60.0,0.0,6.9,Rainy,9.0
Houston,2023-04-12,83.0,61.0,0.0,6.1,Rainy,10.0
Houston,2023-04-13,94.0,51.0,0.38,8.7,Rainy,7.0
Houston,2023-04-14,98.5,63.0,0.0,0.9,Sunny,9.0
Houston,2023-04-15,88.0,61.0,1.05,17.1,Sunny,6.0
Houston,2023-04-16,92.3,55.0,0.69,14.3,Rainy,7.0
Houston,2023-04-17,81.6,60.0,0.42,5.0,Stormy,4.0
Houston,2023-04-18,76.4,56.0,0.36,15.0,Stormy,5.0
Houston,2023-04-19,98.6,63.0,0.19,12.7,Sunny,6.0
Houston,2023-04-20,88.2,69.0,0.21,10.0,Stormy,3.0
Houston,2023-04-21,99.8,58.0,0.24,18.3,Sunny,4.0
Houston,2023-04-22,102.5,60.0,0.0,9.8,Sunny,9.0
Houston,2023-04-23,69.5,54.0,0.34,11.3,Sunny,11.0
Houston,2023-04-24,89.5,56.0,0.0,16.8,Sunny,8.0
Houston,2023-04-25,101.2,52.0,0.9,18.3,Stormy,6.0
Houston,2023-04-26,78.1,55.0,0.0,15.7,Sunny,6.0
Houston,2023-04-27,79.1,60.0,0.76,2.7,Sunny,8.0
Houston,2023-04-28,96.2,63.0,1.4,7.1,Cloudy,6.0
Houston,2023-04-29,80.9,62.0,0.0,13.2,Cloudy,8.0
Houston,2023-04-30,82.3,54.0,0.0,4.8,Sunny,8.0
Houston,2023-05-01,77.1,68.0,0.85,6.0,Sunny,7.0
Houston,2023-05-02,75.9,62.0,0.0,10.7,Rainy,2.0
Houston,2023-05-03,89.6,61.0,0.0,13.4,Stormy,3.0
Houston,2023-05-04,94.9,55.0,0.0,20.6,Rainy,7.0
Houston,2023-05-05,72.1,68.0,0.6,10.1,Cloudy,4.0
Houston,2023-05-06,100.9,55.0,0.28,23.1,Cloudy,5.0
Houston,2023-05-07,61.6,62.0,0.0,4.3,Rainy,4.0
Houston,2023-05-08,82.7,64.0,0.6,9.8,Cloudy,5.0
Houston,2023-05-09,75.2,58.0,0.0,17.7,Stormy,8.0
Houston,2023-05-10,78.5,51.0,0.02,7.7,Cloudy,6.0
Houston,2023-05-11,83.4,61.0,0.02,17.8,Stormy,5.0
Houston,2023-05-12,98.0,50.0,0.19,11.4,Cloudy,3.0
Houston,2023-05-13,85.8,56.0,0.95,10.5,Cloudy,5.0
Houston,2023-05-14,102.1,52.0,0.0,14.2,Sunny,4.0
Houston,2023-05-15,78.7,70.0,0.61,3.6,Cloudy,5.0
Houston,2023-05-16,82.3,61.0,0.0,8.4,Cloudy,7.0
Houston,2023-05-17,63.0,55.0,0.34,21.5,Sunny,7.0
Houston,2023-05-18,87.7,65.0,0.0,8.9,Cloudy,7.0
Houston,2023-05-19,87.0,64.0,0.0,11.4,Rainy,8.0
Houston,2023-05-20,83.9,59.0,0.08,12.2,Sunny,4.0
Houston,2023-05-21,86.5,60.0,0.03,18.8,Rainy,6.0
Houston,2023-05-22,88.2,52.0,0.0,4.1,Sunny,2.0
Houston,2023-05-23,92.4,57.0,0.19,11.9,Rainy,2.0
Houston,2023-05-24,64.6,51.0,0.0,12.4,Cloudy,5.0
Houston,2023-05-25,74.6,56.0,0.0,11.5,Stormy,5.0
Houston,2023-05-26,80.4,59.0,0.0,15.9,Sunny,7.0
Houston,2023-05-27,77.3,54.0,0.0,6.1,Rainy,2.0
Houston,2023-05-28,63.4,52.0,0.69,4.2,Sunny,6.0
Houston,2023-05-29,72.1,55.0,0.75,15.3,Sunny,4.0
Houston,2023-05-30,77.6,57.0,0.15,4.5,Sunny,9.0
Houston,2023-05-31,64.2,53.0,0.14,6.3,Sunny,5.0
Houston,2023-06-01,75.2,65.0,0.0,9.0,Stormy,7.0
Houston,2023-06-02,74.8,63.0,0.23,8.5,Sunny,6.0
Houston,2023-06-03,88.6,54.0,0.29,16.8,Cloudy,11.0
Houston,2023-06-04,72.6,53.0,0.02,1.8,Sunny,4.0
Houston,2023-06-05,92.9,58.0,0.0,3.9,Cloudy,8.0
Houston,2023-06-06,58.8,59.0,0.0,8.9,Cloudy,8.0
Houston,2023-06-07,62.1,66.0,0.0,16.1,Sunny,4.0
Houston,2023-06-08,83.0,66.0,0.0,3.6,Rainy,6.0
Houston,2023-06-09,59.8,62.0,0.02,6.9,Rainy,9.0
Houston,2023-06-10,76.0,57.0,0.0,10.0,Cloudy,5.0
Houston,2023-06-11,72.0,69.0,0.0,11.2,Cloudy,7.0
Houston,2023-06-12,70.5,55.0,0.37,2.2,Rainy,7.0
Houston,2023-06-13,75.9,67.0,0.0,17.2,Sunny,5.0
Houston,2023-06-14,71.5,50.0,0.7,12.7,Cloudy,6.0
Houston,2023-06-15,74.7,61.0,0.01,7.5,Sunny,7.0
Houston,2023-06-16,78.4,60.0,0.0,5.5,Stormy,7.0
Houston,2023-06-17,82.3,69.0,0.81,10.3,Rainy,4.0
Houston,2023-06-18,59.2,64.0,0.0,8.8,Rainy,6.0
Houston,2023-06-19,59.2,64.0,0.42,15.8,Cloudy,5.0
Houston,2023-06-20,79.1,55.0,0.0,12.3,Cloudy,6.0
Houston,2023-06-21,68.7,56.0,0.34,8.8,Cloudy,7.0
Houston,2023-06-22,55.6,61.0,0.0,10.4,Rainy,3.0
Houston,2023-06-23,41.0,54.0,0.47,19.0,Rainy,6.0
Houston,2023-06-24,62.1,56.0,0.0,16.0,Sunny,3.0
Houston,2023-06-25,64.9,64.0,0.0,4.5,Cloudy,7.0
Houston,2023-06-26,80.4,57.0,0.01,15.3,Sunny,7.0
Houston,2023-06-27,73.9,63.0,0.0,13.8,Cloudy,5.0
Houston,2023-06-28,52.0,52.0,0.27,9.3,Rainy,7.0
Houston,2023-06-29,73.2,59.0,0.0,13.4,Sunny,6.0
Houston,2023-06-30,65.9,66.0,0.03,1.1,Sunny,9.0
Houston,2023-07-01,67.0,58.0,0.19,8.1,Rainy,9.0
Houston,2023-07-02,68.5,64.0,0.04,12.9,Sunny,5.0
